Order_ID;Customer_ID;Product_ID;Order_Date;Shipping_Date;Sales;Quantity;Discount;Profit;Unit_Price
6036;424;1034;20/03/2021;17/04/2021;53.7;6;0;10.203;8.95
6037;626;1451;25/10/2021;15/11/2021;188.552;7;0.3;-2.6936;26.636
6038;206;828;27/01/2021;31/01/2021;38.88;6;0;18.6624;6.48
6039;207;1623;05/05/2021;19/05/2021;131.104;2;0.2;8.194;65.352
6040;236;1119;27/12/2021;13/01/2022;89.568;4;0.2;-1.1196;22.192
6041;120;1195;21/05/2021;17/06/2021;127.372;2;0.3;-30.9332;63.386
6042;457;285;27/09/2021;11/10/2021;2888.127;11;0.1;609.7157;262.457
6043;372;1455;03/11/2021;13/11/2021;9.96;5;0.6;-6.723;1.392
6044;530;898;21/01/2021;01/02/2021;27.42;1;0;11.2422;27.42
6045;726;636;07/12/2021;24/12/2021;1526.56;7;0;427.4368;218.08
6046;446;1195;20/08/2021;11/09/2021;436.704;6;0.2;-38.2116;72.584
6047;708;1295;22/09/2021;29/09/2021;87.168;8;0.8;-226.6368;10.096
6048;739;808;15/09/2021;18/09/2021;23.36;4;0;6.0736;5.84
6049;10;1570;22/07/2021;01/08/2021;1448.82;10;0.1;209.274;144.782
6050;515;1239;13/04/2021;27/04/2021;19.65;3;0;9.039;6.55
6051;286;129;17/10/2021;04/11/2021;14.9;5;0;6.854;2.98
6052;487;269;25/05/2021;16/06/2021;307.136;4;0.2;26.8744;76.584
6053;215;507;27/10/2021;24/11/2021;263.96;4;0;71.2692;65.99
6054;466;1714;19/02/2021;08/03/2021;41.04;6;0;11.0808;6.84
6055;507;2;30/10/2021;12/11/2021;1537.074;9;0.3;0;170.486
6056;404;202;28/10/2021;21/11/2021;1188;9;0.7;-950.4;131.3
6057;676;1125;31/05/2021;03/06/2021;23.976;4;0.4;-15.5844;5.594
6058;29;838;15/03/2021;03/04/2021;19.98;2;0;8.991;9.99
6059;390;152;29/12/2021;25/01/2022;5.98;1;0;2.691;5.98
6060;470;1072;07/09/2021;29/09/2021;45.894;1;0.4;-9.1788;45.494
6061;216;61;16/01/2021;27/01/2021;16.776;3;0.2;5.0328;5.392
6062;40;1776;19/03/2021;08/04/2021;59.94;3;0;28.1718;19.98
6063;382;1797;17/10/2021;06/11/2021;479.72;4;0;52.7692;119.93
6064;288;1650;21/08/2021;18/09/2021;27.384;7;0.2;2.7384;3.712
6065;121;1627;06/08/2021;26/08/2021;171.2;5;0.2;64.2;34.04
6066;192;204;01/08/2021;28/08/2021;302.376;3;0.2;22.6782;100.592
6067;54;868;10/08/2021;28/08/2021;1487.04;5;0.2;148.704;297.208
6068;459;1297;23/11/2021;29/11/2021;2.862;3;0.7;-2.2896;0.254
6069;601;918;03/06/2021;02/07/2021;6.608;2;0.2;2.2302;3.104
6070;68;272;23/11/2021;07/12/2021;27.552;3;0.2;9.2988;8.984
6071;483;1333;24/07/2021;23/08/2021;32.4;5;0;15.552;6.48
6072;748;969;22/01/2021;27/01/2021;45.36;7;0;21.7728;6.48
6073;698;405;02/01/2021;06/01/2021;2079.4;5;0;582.232;415.88
6074;326;109;08/10/2021;02/11/2021;75.96;2;0;22.788;37.98
6075;78;981;11/10/2021;17/10/2021;20.34;3;0;9.3564;6.78
6076;479;476;30/11/2021;06/12/2021;283.92;5;0.2;17.745;56.584
6077;356;1410;11/09/2021;26/09/2021;20.784;2;0.2;-3.6372;10.192
6078;663;1279;30/06/2021;18/07/2021;373.08;6;0;82.0776;62.18
6079;204;1064;19/03/2021;29/03/2021;8.96;2;0;2.7776;4.48
6080;699;1496;21/04/2021;29/04/2021;24.9;5;0;11.454;4.98
6081;84;103;21/06/2021;23/06/2021;98.352;3;0.2;35.6526;32.584
6082;457;1564;08/12/2021;22/12/2021;659.988;2;0.4;109.998;329.594
6083;781;225;28/06/2021;20/07/2021;283.56;4;0;45.3696;70.89
6084;675;1418;18/01/2021;01/02/2021;80.48;1;0;24.144;80.48
6085;187;55;05/12/2021;19/12/2021;104.28;3;0;26.07;34.76
6086;37;774;05/03/2021;24/03/2021;1267.53;3;0;316.8825;422.51
6087;662;613;23/05/2021;08/06/2021;30.96;8;0.8;-52.632;3.07
6088;174;34;13/05/2021;25/05/2021;19.92;4;0;9.3624;4.98
6089;160;116;21/10/2021;13/11/2021;157.794;1;0.7;-115.7156;157.094
6090;753;928;14/09/2021;30/09/2021;15.552;3;0.2;5.4432;4.984
6091;680;1182;04/11/2021;11/11/2021;116.312;7;0.2;23.2624;16.416
6092;349;906;24/04/2021;01/05/2021;388.43;5;0.3;-88.784;77.386
6093;756;243;18/09/2021;09/10/2021;11.68;2;0;5.4896;5.84
6094;634;1519;15/08/2021;28/08/2021;113.568;2;0.2;12.7764;56.584
6095;121;165;10/10/2021;23/10/2021;97.184;2;0.2;6.074;48.392
6096;532;1523;05/10/2021;12/10/2021;128.058;3;0.3;-23.7822;42.386
6097;76;868;07/07/2021;01/08/2021;892.224;3;0.2;89.2224;297.208
6098;707;931;14/07/2021;12/08/2021;11.648;4;0.8;-30.8672;2.112
6099;291;272;10/10/2021;31/10/2021;45.92;5;0.2;15.498;8.984
6100;441;1179;02/01/2021;04/01/2021;6.48;1;0;3.1104;6.48
6101;791;1713;04/12/2021;08/12/2021;646.272;8;0.2;64.6272;80.584
6102;504;36;07/07/2021;04/08/2021;1336.44;14;0;387.5676;95.46
6103;453;1602;10/01/2021;04/02/2021;26.4;5;0;11.88;5.28
6104;789;1403;15/03/2021;29/03/2021;144.12;3;0;69.1776;48.04
6105;722;472;09/10/2021;16/10/2021;41.92;5;0.2;3.668;8.184
6106;654;154;22/05/2021;17/06/2021;11.16;2;0;5.58;5.58
6107;494;1108;05/09/2021;07/09/2021;241.96;2;0;33.8744;120.98
6108;453;1780;23/03/2021;07/04/2021;43.28;1;0.2;3.246;43.08
6109;238;112;11/03/2021;26/03/2021;14.75;5;0;7.08;2.95
6110;159;1335;25/12/2021;12/01/2022;451.136;4;0.2;-67.6704;112.584
6111;780;746;20/07/2021;24/07/2021;25.92;4;0;12.4416;6.48
6112;377;419;03/10/2021;14/10/2021;909.12;8;0;9.0912;113.64
6113;683;668;08/08/2021;21/08/2021;59.24;5;0.2;16.291;11.648
6114;735;308;16/08/2021;19/08/2021;10.776;3;0.2;3.5022;3.392
6115;224;653;25/03/2021;13/04/2021;60.12;9;0;28.8576;6.68
6116;661;386;22/05/2021;29/05/2021;714.3;5;0;207.147;142.86
6117;494;766;13/09/2021;02/10/2021;3.912;1;0.2;1.2714;3.712
6118;550;39;16/03/2021;27/03/2021;201.96;2;0;50.49;100.98
6119;91;1306;23/02/2021;04/03/2021;532.704;6;0.2;-26.6352;88.584
6120;59;1035;26/04/2021;12/05/2021;26.352;8;0.7;-18.4464;2.594
6121;635;1684;14/10/2021;05/11/2021;20.97;3;0;9.0171;6.99
6122;691;1142;26/06/2021;17/07/2021;492.835;5;0.3;-14.081;98.267
6123;318;767;16/12/2021;22/12/2021;30.344;2;0.6;-31.8612;14.572
6124;32;581;07/11/2021;28/11/2021;48.848;2;0.2;15.8756;24.224
6125;708;189;01/08/2021;05/08/2021;81.54;9;0;36.693;9.06
6126;575;285;09/11/2021;12/11/2021;1166.92;5;0.2;131.2785;233.184
6127;589;418;22/10/2021;19/11/2021;166.44;3;0;79.8912;55.48
6128;464;1147;13/11/2021;12/12/2021;244.55;5;0;114.9385;48.91
6129;444;693;17/05/2021;28/05/2021;1598.058;7;0.7;-1065.372;227.594
6130;133;581;16/02/2021;20/02/2021;122.12;4;0;56.1752;30.53
6131;343;216;17/05/2021;26/05/2021;510.24;3;0.2;6.378;169.88
6132;161;1720;22/06/2021;18/07/2021;72.42;6;0;23.8986;12.07
6133;511;1051;28/01/2021;07/02/2021;6.672;3;0.2;1.668;2.024
6134;16;681;31/01/2021;27/02/2021;38.88;6;0;18.6624;6.48
6135;362;456;26/08/2021;06/09/2021;21.168;9;0.2;2.3814;2.152
6136;87;550;18/01/2021;23/01/2021;523.25;5;0;141.2775;104.65
6137;95;363;19/08/2021;13/09/2021;21.72;5;0.2;7.8735;4.144
6138;375;825;17/06/2021;22/06/2021;53.9;5;0;25.872;10.78
6139;676;1494;21/06/2021;02/07/2021;49.792;8;0.2;-11.8256;6.024
6140;218;480;17/02/2021;10/03/2021;503.96;4;0;125.99;125.99
6141;632;1082;12/03/2021;17/03/2021;11.12;2;0.2;3.475;5.36
6142;463;256;04/02/2021;16/02/2021;31.05;3;0;14.904;10.35
6143;217;1325;25/05/2021;19/06/2021;49.632;6;0.2;16.7508;8.072
6144;741;575;28/08/2021;10/09/2021;191.984;2;0.2;4.7996;95.792
6145;51;1267;16/11/2021;26/11/2021;44.4;2;0.6;-52.17;21.6
6146;770;1460;27/10/2021;09/11/2021;4.662;3;0.7;-3.7296;0.854
6147;611;246;12/12/2021;21/12/2021;71.97;3;0;35.985;23.99
6148;63;799;18/03/2021;23/03/2021;32.784;4;0.8;-52.4544;7.396
6149;596;1491;06/11/2021;11/11/2021;181.86;7;0;50.9208;25.98
6150;326;72;13/09/2021;12/10/2021;181.95;3;0;38.2095;60.65
6151;64;56;18/05/2021;23/05/2021;32.4;5;0;15.552;6.48
6152;244;980;07/12/2021;27/12/2021;20.368;1;0.2;7.3834;20.168
6153;596;783;03/08/2021;18/08/2021;15.696;3;0.2;5.1012;5.032
6154;440;636;27/05/2021;21/06/2021;523.392;3;0.2;52.3392;174.264
6155;571;829;18/06/2021;28/06/2021;119.833;1;0.15;-12.6882;119.683
6156;182;385;15/06/2021;01/07/2021;4.768;2;0.2;-0.7748;2.184
6157;186;1414;19/11/2021;21/11/2021;2.97;3;0;1.3068;0.99
6158;639;545;10/03/2021;21/03/2021;9.64;2;0;4.4344;4.82
6159;723;308;27/12/2021;31/12/2021;5.388;4;0.7;-4.49;0.647
6160;515;1744;17/09/2021;24/09/2021;55.984;2;0.2;4.1988;27.792
6161;100;1693;01/04/2021;18/04/2021;30.345;7;0.7;-24.276;3.635
6162;337;570;20/09/2021;07/10/2021;914.97;3;0;411.7365;304.99
6163;259;1340;30/09/2021;02/10/2021;26.376;4;0.4;2.6376;6.194
6164;28;777;03/10/2021;23/10/2021;7.38;1;0;3.6162;7.38
6165;144;312;04/04/2021;05/04/2021;5.58;1;0;1.395;5.58
6166;209;1147;26/09/2021;14/10/2021;195.64;4;0;91.9508;48.91
6167;117;1175;31/07/2021;23/08/2021;671.94;3;0;315.8118;223.98
6168;1;900;10/11/2021;23/11/2021;863.88;3;0.2;107.985;287.76
6169;773;1656;08/10/2021;09/10/2021;177.648;2;0.2;-28.8678;88.624
6170;634;785;24/10/2021;05/11/2021;6.104;2;0.8;-9.156;2.252
6171;10;223;29/04/2021;25/05/2021;15.92;2;0;7.0048;7.96
6172;506;423;01/06/2021;15/06/2021;71.6;8;0;32.936;8.95
6173;444;790;29/09/2021;06/10/2021;12.992;2;0.8;-32.48;5.696
6174;312;1351;02/11/2021;27/11/2021;1447.65;5;0;419.8185;289.53
6175;299;806;21/03/2021;28/03/2021;33.44;10;0.2;11.704;3.144
6176;327;1473;04/07/2021;05/07/2021;537.544;7;0.2;53.7544;76.592
6177;80;670;20/07/2021;13/08/2021;76.776;4;0.7;-53.7432;18.494
6178;229;1720;22/05/2021;16/06/2021;72.42;6;0;23.8986;12.07
6179;383;778;14/07/2021;15/07/2021;12.96;2;0;6.2208;6.48
6180;623;688;28/06/2021;18/07/2021;29.592;1;0.2;2.5893;29.392
6181;369;334;02/06/2021;07/06/2021;431.136;9;0.2;-26.946;47.704
6182;66;84;12/06/2021;29/06/2021;634.116;6;0.3;-172.1172;105.386
6183;463;1518;08/05/2021;12/05/2021;70.56;6;0;23.9904;11.76
6184;379;316;14/01/2021;10/02/2021;15.24;5;0.2;5.334;2.848
6185;754;679;29/06/2021;28/07/2021;115.36;7;0;49.6048;16.48
6186;319;680;02/09/2021;11/09/2021;2.064;1;0.2;0.1548;1.864
6187;556;1695;25/04/2021;08/05/2021;5.7;5;0;2.679;1.14
6188;666;1619;05/07/2021;07/07/2021;5.95;1;0;0.833;5.95
6189;172;1244;20/01/2021;23/01/2021;50.97;3;0;13.2522;16.99
6190;234;750;23/03/2021;29/03/2021;4.32;3;0.2;1.512;1.24
6191;245;1578;09/07/2021;20/07/2021;37.59;3;0;17.6673;12.53
6192;688;361;10/12/2021;27/12/2021;60.69;7;0;16.3863;8.67
6193;663;575;12/05/2021;30/05/2021;203.983;2;0.15;16.7986;101.8415
6194;227;1528;15/03/2021;04/04/2021;5.16;3;0.2;0.8385;1.52
6195;423;82;30/08/2021;17/09/2021;35.89;1;0;16.1505;35.89
6196;563;1645;23/12/2021;29/12/2021;34.656;2;0.2;5.6316;17.128
6197;731;1560;30/11/2021;29/12/2021;11.52;5;0.2;3.744;2.104
6198;165;811;18/06/2021;30/06/2021;2799.96;4;0;1371.9803;699.99
6199;511;430;28/07/2021;27/08/2021;29.6;2;0;14.8;14.8
6200;485;324;26/10/2021;22/11/2021;488.646;3;0.1;86.8704;162.782
6201;55;323;10/09/2021;12/09/2021;51.75;5;0;24.84;10.35
6202;184;43;30/11/2021;12/12/2021;478.08;8;0;133.8624;59.76
6203;530;1345;05/08/2021;18/08/2021;125.36;8;0;58.9192;15.67
6204;526;1604;30/08/2021;19/09/2021;16.78;2;0;4.195;8.39
6205;130;348;23/03/2021;18/04/2021;2.92;2;0.8;-4.818;0.66
6206;239;1250;15/07/2021;17/07/2021;442.764;4;0.1;59.0352;110.591
6207;503;637;18/07/2021;02/08/2021;4.842;3;0.7;-3.3894;0.914
6208;156;464;23/02/2021;19/03/2021;185.528;7;0.2;48.7011;26.304
6209;101;1015;20/11/2021;23/11/2021;6.9;3;0.8;-12.075;1.5
6210;545;992;04/12/2021;18/12/2021;30.4;1;0;13.984;30.4
6211;125;131;17/10/2021;09/11/2021;212.64;6;0;99.9408;35.44
6212;472;142;20/04/2021;04/05/2021;159.968;4;0.2;-31.9936;39.792
6213;599;1766;14/07/2021;16/07/2021;27.88;2;0;3.9032;13.94
6214;103;178;22/04/2021;08/05/2021;106.08;6;0.2;-9.282;17.48
6215;395;1213;27/08/2021;21/09/2021;96.36;6;0;25.0536;16.06
6216;751;85;17/03/2021;05/04/2021;59.97;3;0;20.3898;19.99
6217;724;881;15/07/2021;22/07/2021;193.86;2;0;11.6316;96.93
6218;558;1561;10/07/2021;09/08/2021;32.56;2;0;8.4656;16.28
6219;88;1029;20/12/2021;04/01/2022;27.72;9;0;13.3056;3.08
6220;23;1601;03/03/2021;04/03/2021;5.248;2;0.2;0.5904;2.424
6221;285;1701;14/08/2021;11/09/2021;48.784;4;0.8;-131.7168;11.396
6222;87;911;29/03/2021;08/04/2021;74.24;1;0.2;8.352;74.04
6223;476;615;02/05/2021;29/05/2021;2.304;4;0.8;-3.5712;-0.224
6224;555;1798;15/12/2021;21/12/2021;623.96;5;0.2;38.9975;124.592
6225;759;673;03/02/2021;01/03/2021;87.21;3;0.5;-45.3492;28.57
6226;774;476;23/07/2021;13/08/2021;191.646;3;0.1;31.941;63.782
6227;622;498;06/04/2021;08/04/2021;23.168;2;0.2;7.8192;11.384
6228;547;87;23/01/2021;07/02/2021;84.84;3;0;22.9068;28.28
6229;684;1501;17/09/2021;05/10/2021;35.12;2;0.2;13.17;17.36
6230;532;1577;02/10/2021;04/10/2021;261.96;2;0;23.5764;130.98
6231;114;127;09/09/2021;21/09/2021;79.96;4;0;22.3888;19.99
6232;287;749;13/11/2021;18/11/2021;52.96;2;0;20.1248;26.48
6233;586;69;19/10/2021;05/11/2021;4.616;1;0.2;1.731;4.416
6234;370;1295;31/03/2021;19/04/2021;490.32;9;0;137.2896;54.48
6235;129;421;15/08/2021;14/09/2021;791.964;6;0.4;-131.994;131.594
6236;230;1124;28/09/2021;11/10/2021;99.98;2;0;42.9914;49.99
6237;45;95;09/03/2021;22/03/2021;222.352;13;0.2;77.8232;16.904
6238;224;1696;27/03/2021;02/04/2021;4.2;2;0;1.176;2.1
6239;29;773;06/11/2021;20/11/2021;38.82;6;0;17.469;6.47
6240;128;383;30/11/2021;28/12/2021;4.17;3;0;1.0842;1.39
6241;578;1716;18/01/2021;31/01/2021;52.44;4;0;24.1224;13.11
6242;451;1710;14/06/2021;04/07/2021;28.91;7;0;13.2986;4.13
6243;286;1213;20/05/2021;01/06/2021;80.3;5;0;20.878;16.06
6244;342;1131;03/04/2021;11/04/2021;29.32;2;0.6;-24.189;14.06
6245;231;422;24/07/2021;30/07/2021;15.42;1;0;4.1634;15.42
6246;577;1842;09/09/2021;07/10/2021;436.704;6;0.2;21.8352;72.584
6247;292;992;01/04/2021;04/04/2021;18.24;2;0.7;-14.592;8.42
6248;504;931;26/06/2021;16/07/2021;11.648;4;0.8;-30.8672;2.112
6249;377;569;23/03/2021;19/04/2021;165.048;3;0.2;41.262;54.816
6250;618;69;15/07/2021;24/07/2021;13.848;3;0.2;5.193;4.416
6251;62;366;27/05/2021;20/06/2021;3.15;1;0;1.512;3.15
6252;35;1634;15/01/2021;23/01/2021;19.83;1;0;5.949;19.83
6253;257;154;03/02/2021;26/02/2021;29.34;3;0;14.67;9.78
6254;161;312;19/12/2021;25/12/2021;11.16;2;0;2.79;5.58
6255;205;1022;26/12/2021;24/01/2022;61.96;2;0;27.882;30.98
6256;412;671;02/09/2021;09/09/2021;42.28;7;0;19.8716;6.04
6257;800;1186;05/06/2021;13/06/2021;238;2;0;38.08;119
6258;495;425;27/03/2021;12/04/2021;35.91;3;0.4;-8.379;11.57
6259;645;531;03/08/2021;20/08/2021;20.856;8;0.7;-16.6848;1.907
6260;150;1002;26/04/2021;25/05/2021;32.4;5;0;15.552;6.48
6261;420;1778;03/12/2021;27/12/2021;122.382;3;0.4;-24.4764;40.394
6262;457;849;18/03/2021;24/03/2021;801.6;5;0.5;-448.896;159.82
6263;381;324;10/11/2021;16/11/2021;144.784;1;0.2;10.8588;144.584
6264;193;657;29/10/2021;17/11/2021;251.64;3;0.2;88.074;83.68
6265;148;1616;20/11/2021;16/12/2021;9449.95;5;0;4630.4756;1889.99
6266;784;1078;05/03/2021;26/03/2021;9.264;3;0.8;-13.896;2.288
6267;751;1558;26/09/2021;23/10/2021;16.9;2;0;5.07;8.45
6268;284;751;28/02/2021;24/03/2021;34.02;3;0;16.6698;11.34
6269;633;962;22/12/2021;15/01/2022;348.84;9;0;170.9316;38.76
6270;524;1255;04/05/2021;27/05/2021;197.05;7;0;59.115;28.15
6271;730;658;19/12/2021;28/12/2021;559.93;7;0;167.979;79.99
6272;24;1179;28/04/2021;29/04/2021;6.48;1;0;3.1104;6.48
6273;183;154;06/03/2021;16/03/2021;71.88;6;0;33.0648;11.98
6274;287;1295;10/07/2021;29/07/2021;381.36;7;0;106.7808;54.48
6275;277;861;20/05/2021;25/05/2021;241.5;4;0.3;0;60.075
6276;193;1005;01/11/2021;24/11/2021;12.84;3;0;5.778;4.28
6277;349;1190;20/02/2021;12/03/2021;48.36;5;0.2;6.045;9.472
6278;587;1560;01/07/2021;22/07/2021;17.28;6;0;7.9488;2.88
6279;575;1589;10/06/2021;18/06/2021;7.98;3;0;2.0748;2.66
6280;674;810;09/04/2021;02/05/2021;221.382;2;0.1;2.4598;110.591
6281;516;921;09/04/2021;15/04/2021;198.272;8;0.2;-32.2192;24.584
6282;194;785;31/03/2021;22/04/2021;6.104;2;0.8;-9.156;2.252
6283;212;392;09/09/2021;08/10/2021;73.32;6;0;21.996;12.22
6284;244;38;04/12/2021;01/01/2022;1552.831;7;0.15;200.9546;221.683
6285;705;910;08/11/2021;17/11/2021;41.94;2;0;15.0984;20.97
6286;220;1661;13/06/2021;29/06/2021;1347.52;8;0.2;84.22;168.24
6287;615;864;11/06/2021;12/06/2021;5.94;3;0;1.6038;1.98
6288;471;1515;23/09/2021;26/09/2021;67.84;1;0;18.3168;67.84
6289;644;1758;30/01/2021;14/02/2021;6.8;1;0.2;0.51;6.6
6290;287;433;13/08/2021;17/08/2021;569.99;1;0;170.997;569.99
6291;6;1354;08/03/2021;18/03/2021;69.576;4;0.7;-143.7904;16.694
6292;212;1468;12/07/2021;14/07/2021;44.784;2;0.2;4.4784;22.192
6293;608;1553;13/06/2021;21/06/2021;31.104;6;0.2;11.2752;4.984
6294;292;415;18/09/2021;08/10/2021;78.272;2;0.2;5.8704;38.936
6295;774;1120;24/10/2021;16/11/2021;842.352;3;0.2;42.1176;280.584
6296;347;269;20/02/2021;02/03/2021;307.136;4;0.2;26.8744;76.584
6297;273;69;28/08/2021;23/09/2021;11.54;2;0;5.77;5.77
6298;688;89;21/01/2021;07/02/2021;6.48;1;0;3.1104;6.48
6299;8;1187;27/06/2021;06/07/2021;56.65;5;0;24.3595;11.33
6300;117;294;16/07/2021;17/07/2021;270;3;0;97.2;90
6301;338;429;29/11/2021;24/12/2021;447.944;7;0.2;89.5888;63.792
6302;357;149;21/07/2021;31/07/2021;6.63;3;0;1.7901;2.21
6303;48;931;09/02/2021;15/02/2021;11.648;4;0.8;-30.8672;2.112
6304;631;1395;30/06/2021;15/07/2021;10.048;4;0.2;3.14;2.312
6305;301;904;24/01/2021;29/01/2021;76.752;3;0.2;-9.594;25.384
6306;294;778;08/05/2021;11/05/2021;12.96;2;0;6.2208;6.48
6307;424;297;06/12/2021;13/12/2021;31.984;2;0.2;1.999;15.792
6308;575;15;23/07/2021;06/08/2021;110.096;2;0.2;33.0288;54.848
6309;237;1563;17/05/2021;16/06/2021;39.68;2;0;16.2688;19.84
6310;261;19;21/08/2021;22/08/2021;12.84;3;0;3.7236;4.28
6311;86;280;02/09/2021;20/09/2021;22.96;7;0;6.6584;3.28
6312;259;580;10/03/2021;30/03/2021;47.36;4;0.2;17.76;11.64
6313;371;1344;01/07/2021;20/07/2021;35.88;6;0;16.146;5.98
6314;11;1633;17/08/2021;27/08/2021;3.36;2;0;0.8736;1.68
6315;728;1528;23/12/2021;05/01/2022;3.44;2;0.2;0.559;1.52
6316;668;1195;28/05/2021;04/06/2021;63.686;1;0.3;-15.4666;63.386
6317;617;1029;22/11/2021;21/12/2021;12.32;4;0;5.9136;3.08
6318;654;1334;09/08/2021;15/08/2021;5.352;3;0.2;1.6056;1.584
6319;74;361;16/02/2021;19/02/2021;43.92;4;0;11.8584;10.98
6320;20;461;04/10/2021;08/10/2021;242.94;3;0;9.7176;80.98
6321;57;622;01/05/2021;10/05/2021;190.86;2;0;11.4516;95.43
6322;37;1530;24/02/2021;04/03/2021;45.36;7;0;21.7728;6.48
6323;248;825;08/08/2021;18/08/2021;53.9;5;0;25.872;10.78
6324;420;83;24/05/2021;12/06/2021;230.376;3;0.2;-48.9549;76.592
6325;785;746;26/06/2021;11/07/2021;25.92;4;0;12.4416;6.48
6326;681;969;16/02/2021;11/03/2021;32.4;5;0;15.552;6.48
6327;249;1066;12/11/2021;17/11/2021;438.336;4;0.2;-87.6672;109.384
6328;410;156;10/01/2021;05/02/2021;16.56;4;0;6.9552;4.14
6329;763;170;02/03/2021;13/03/2021;15.88;5;0.2;-3.7715;2.976
6330;436;1406;25/01/2021;04/02/2021;259.96;4;0;124.7808;64.99
6331;754;785;06/05/2021;21/05/2021;6.104;2;0.8;-9.156;2.252
6332;107;1168;10/09/2021;07/10/2021;19.68;5;0.2;6.888;3.736
6333;192;1180;21/10/2021;19/11/2021;271.992;1;0.2;23.7993;271.792
6334;459;4;28/10/2021;21/11/2021;974.988;4;0.3;-97.4988;243.447
6335;103;1759;11/05/2021;25/05/2021;234.36;6;0;112.4928;39.06
6336;499;324;02/06/2021;03/06/2021;144.784;1;0.2;10.8588;144.584
6337;492;430;26/12/2021;13/01/2022;44.4;3;0;22.2;14.8
6338;146;574;06/10/2021;24/10/2021;21.93;3;0;10.3071;7.31
6339;358;1324;26/04/2021;10/05/2021;1.68;5;0.8;-2.688;-0.464
6340;162;1233;23/10/2021;19/11/2021;2003.92;5;0.2;-25.049;400.584
6341;198;1297;08/05/2021;06/06/2021;1.908;2;0.7;-1.5264;0.254
6342;520;139;05/03/2021;02/04/2021;447.696;2;0.2;33.5772;223.648
6343;425;310;22/03/2021;03/04/2021;523.764;3;0.4;-192.0468;174.188
6344;143;617;21/04/2021;14/05/2021;697.16;4;0;146.4036;174.29
6345;305;394;24/12/2021;18/01/2022;94.6;4;0;27.434;23.65
6346;346;714;24/01/2021;28/01/2021;25.98;2;0;0.7794;12.99
6347;778;1410;06/04/2021;16/04/2021;72.744;7;0.2;-12.7302;10.192
6348;123;607;15/08/2021;28/08/2021;39.984;2;0.2;-1.4994;19.792
6349;99;762;16/08/2021;20/08/2021;48.84;4;0;13.1868;12.21
6350;627;44;28/11/2021;30/11/2021;55.176;3;0.2;15.8631;18.192
6351;162;1570;19/02/2021;28/02/2021;434.646;3;0.1;62.7822;144.782
6352;350;216;26/01/2021;04/02/2021;233.86;2;0.45;-102.048;116.48
6353;612;648;12/09/2021;10/10/2021;743.988;2;0.4;-123.998;371.594
6354;224;431;29/03/2021;01/04/2021;102.833;1;0.15;-6.049;102.683
6355;734;714;03/09/2021;04/09/2021;90.93;7;0;2.7279;12.99
6356;35;488;21/05/2021;22/05/2021;18.24;3;0;6.2016;6.08
6357;774;1574;10/02/2021;06/03/2021;69.375;1;0.5;-47.175;68.875
6358;546;677;12/11/2021;22/11/2021;17.544;3;0.2;5.9211;5.648
6359;209;109;06/05/2021;12/05/2021;303.84;8;0;91.152;37.98
6360;583;1555;07/10/2021;09/10/2021;153.824;11;0.2;38.456;13.784
6361;71;676;19/03/2021;03/04/2021;28.4;5;0;8.236;5.68
6362;559;1298;09/05/2021;04/06/2021;8.682;1;0.8;-14.7594;7.882
6363;757;332;03/05/2021;11/05/2021;159.99;1;0;54.3966;159.99
6364;394;625;22/12/2021;03/01/2022;9.14;1;0;4.57;9.14
6365;214;1758;17/12/2021;30/12/2021;17;2;0;4.42;8.5
6366;670;366;27/05/2021;04/06/2021;15.75;5;0;7.56;3.15
6367;656;852;31/10/2021;21/11/2021;69.93;7;0;32.1678;9.99
6368;180;1384;11/05/2021;19/05/2021;19.44;3;0;9.3312;6.48
6369;454;689;10/09/2021;22/09/2021;2.89;1;0;1.3583;2.89
6370;489;778;23/12/2021;30/12/2021;10.368;2;0.2;3.6288;4.984
6371;517;1633;05/10/2021;31/10/2021;9.408;7;0.2;0.7056;1.144
6372;441;682;01/02/2021;01/03/2021;39.96;2;0;18.7812;19.98
6373;518;137;27/07/2021;16/08/2021;2.896;1;0.2;0.9774;2.696
6374;42;154;22/01/2021;21/02/2021;15.56;2;0;7.3132;7.78
6375;361;92;18/10/2021;19/10/2021;39.552;3;0.2;14.3376;12.984
6376;188;34;23/12/2021;15/01/2022;35.44;1;0;16.6568;35.44
6377;311;1113;19/03/2021;09/04/2021;10.43;5;0.8;-18.2525;1.286
6378;560;1273;07/06/2021;18/06/2021;29.664;4;0.2;10.0116;7.216
6379;365;1391;02/12/2021;18/12/2021;8.952;2;0.8;-14.7708;3.676
6380;216;956;02/04/2021;08/04/2021;91.275;1;0.5;-67.5435;90.775
6381;384;1295;26/12/2021;28/12/2021;87.168;2;0.2;8.7168;43.384
6382;669;1558;29/05/2021;17/06/2021;47.32;7;0.2;5.915;6.56
6383;238;34;04/10/2021;24/10/2021;70.88;2;0;33.3136;35.44
6384;725;1753;29/08/2021;28/09/2021;35.98;2;0;10.0744;17.99
6385;588;413;02/09/2021;23/09/2021;45.576;3;0.2;15.9516;14.992
6386;329;1449;22/03/2021;03/04/2021;18.96;2;0;7.584;9.48
6387;724;126;29/08/2021;06/09/2021;190.848;3;0.2;-21.4704;63.416
6388;53;774;27/06/2021;30/06/2021;887.271;3;0.3;-63.3765;295.457
6389;13;1472;09/12/2021;20/12/2021;207.35;5;0;24.882;41.47
